[Sun Oct 23 11:31:56.257605 2022] [php:notice] [pid 18940:tid 1868] [client 127.0.0.1:53625] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/index.php/contact/
[Sun Oct 23 12:06:28.128556 2022] [php:notice] [pid 18940:tid 1844] [client 127.0.0.1:56653] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:28.268559 2022] [php:notice] [pid 18940:tid 1836] [client 127.0.0.1:56651] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:28.299554 2022] [php:notice] [pid 18940:tid 1868] [client 127.0.0.1:56641] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:28.314556 2022] [php:notice] [pid 18940:tid 1824] [client 127.0.0.1:56647] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:30.041556 2022] [php:notice] [pid 18940:tid 1848] [client 127.0.0.1:56649] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:30.183556 2022] [php:notice] [pid 18940:tid 1844] [client 127.0.0.1:56653] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:30.245554 2022] [php:notice] [pid 18940:tid 1848] [client 127.0.0.1:56649] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:30.371554 2022] [php:notice] [pid 18940:tid 1836] [client 127.0.0.1:56651] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:30.371554 2022] [php:notice] [pid 18940:tid 1824] [client 127.0.0.1:56647] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:30.386552 2022] [php:notice] [pid 18940:tid 1844] [client 127.0.0.1:56653] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:30.449551 2022] [php:notice] [pid 18940:tid 1856] [client 127.0.0.1:56656] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:30.465551 2022] [php:notice] [pid 18940:tid 1848] [client 127.0.0.1:56649] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:30.495551 2022] [php:notice] [pid 18940:tid 1868] [client 127.0.0.1:56641] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:30.574556 2022] [php:notice] [pid 18940:tid 1824] [client 127.0.0.1:56647] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:30.574556 2022] [php:notice] [pid 18940:tid 1836] [client 127.0.0.1:56651] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:30.606556 2022] [php:notice] [pid 18940:tid 1844] [client 127.0.0.1:56653] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:30.652556 2022] [php:notice] [pid 18940:tid 1856] [client 127.0.0.1:56656] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:30.700554 2022] [php:notice] [pid 18940:tid 1868] [client 127.0.0.1:56641] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:30.794554 2022] [php:notice] [pid 18940:tid 1824] [client 127.0.0.1:56647] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:30.794554 2022] [php:notice] [pid 18940:tid 1836] [client 127.0.0.1:56651] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:30.874552 2022] [php:notice] [pid 18940:tid 1856] [client 127.0.0.1:56656] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:30.921555 2022] [php:notice] [pid 18940:tid 1868] [client 127.0.0.1:56641] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:32.820552 2022] [php:notice] [pid 18940:tid 1844] [client 127.0.0.1:56653] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:32.915565 2022] [php:notice] [pid 18940:tid 1836] [client 127.0.0.1:56651] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:32.929555 2022] [php:notice] [pid 18940:tid 1856] [client 127.0.0.1:56656] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:33.024556 2022] [php:notice] [pid 18940:tid 1844] [client 127.0.0.1:56653] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:33.040558 2022] [php:notice] [pid 18940:tid 1848] [client 127.0.0.1:56649] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:33.120556 2022] [php:notice] [pid 18940:tid 1836] [client 127.0.0.1:56651] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:33.120556 2022] [php:notice] [pid 18940:tid 1868] [client 127.0.0.1:56641] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:33.136557 2022] [php:notice] [pid 18940:tid 1856] [client 127.0.0.1:56656] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:33.151559 2022] [php:notice] [pid 18940:tid 1824] [client 127.0.0.1:56647] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:33.246557 2022] [php:notice] [pid 18940:tid 1848] [client 127.0.0.1:56649] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:33.246557 2022] [php:notice] [pid 18940:tid 1844] [client 127.0.0.1:56653] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:33.325591 2022] [php:notice] [pid 18940:tid 1868] [client 127.0.0.1:56641] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:33.341556 2022] [php:notice] [pid 18940:tid 1836] [client 127.0.0.1:56651] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:33.355556 2022] [php:notice] [pid 18940:tid 1824] [client 127.0.0.1:56647] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:33.355556 2022] [php:notice] [pid 18940:tid 1856] [client 127.0.0.1:56656] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:33.466554 2022] [php:notice] [pid 18940:tid 1848] [client 127.0.0.1:56649] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:33.544562 2022] [php:notice] [pid 18940:tid 1868] [client 127.0.0.1:56641] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:33.639555 2022] [php:notice] [pid 18940:tid 1824] [client 127.0.0.1:56647] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:35.025556 2022] [php:notice] [pid 18940:tid 1844] [client 127.0.0.1:56653] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:35.137556 2022] [php:notice] [pid 18940:tid 1848] [client 127.0.0.1:56649] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:35.137556 2022] [php:notice] [pid 18940:tid 1868] [client 127.0.0.1:56641] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:35.184555 2022] [php:notice] [pid 18940:tid 1836] [client 127.0.0.1:56651] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:35.231550 2022] [php:notice] [pid 18940:tid 1844] [client 127.0.0.1:56653] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:35.341550 2022] [php:notice] [pid 18940:tid 1848] [client 127.0.0.1:56649] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:35.341550 2022] [php:notice] [pid 18940:tid 1868] [client 127.0.0.1:56641] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:35.341550 2022] [php:notice] [pid 18940:tid 1856] [client 127.0.0.1:56656] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:35.388550 2022] [php:notice] [pid 18940:tid 1836] [client 127.0.0.1:56651] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:35.404550 2022] [php:notice] [pid 18940:tid 1824] [client 127.0.0.1:56647] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:35.451550 2022] [php:notice] [pid 18940:tid 1844] [client 127.0.0.1:56653] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:35.547552 2022] [php:notice] [pid 18940:tid 1856] [client 127.0.0.1:56656] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:35.563555 2022] [php:notice] [pid 18940:tid 1848] [client 127.0.0.1:56649] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:35.563555 2022] [php:notice] [pid 18940:tid 1868] [client 127.0.0.1:56641] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:35.611555 2022] [php:notice] [pid 18940:tid 1836] [client 127.0.0.1:56651] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:35.612556 2022] [php:notice] [pid 18940:tid 1824] [client 127.0.0.1:56647] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:35.768557 2022] [php:notice] [pid 18940:tid 1856] [client 127.0.0.1:56656] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:36.070555 2022] [php:notice] [pid 18940:tid 1824] [client 127.0.0.1:56647] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:37.744559 2022] [php:notice] [pid 18940:tid 1848] [client 127.0.0.1:56649] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:37.903557 2022] [php:notice] [pid 18940:tid 1836] [client 127.0.0.1:56651] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:37.951554 2022] [php:notice] [pid 18940:tid 1848] [client 127.0.0.1:56649] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:38.092560 2022] [php:notice] [pid 18940:tid 1868] [client 127.0.0.1:56641] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:38.108555 2022] [php:notice] [pid 18940:tid 1836] [client 127.0.0.1:56651] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:38.124553 2022] [php:notice] [pid 18940:tid 1856] [client 127.0.0.1:56656] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:38.188557 2022] [php:notice] [pid 18940:tid 1848] [client 127.0.0.1:56649] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:38.267552 2022] [php:notice] [pid 18940:tid 1844] [client 127.0.0.1:56653] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:38.283555 2022] [php:notice] [pid 18940:tid 1824] [client 127.0.0.1:56647] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:38.299554 2022] [php:notice] [pid 18940:tid 1868] [client 127.0.0.1:56641] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:38.330555 2022] [php:notice] [pid 18940:tid 1856] [client 127.0.0.1:56656] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:38.330555 2022] [php:notice] [pid 18940:tid 1836] [client 127.0.0.1:56651] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:38.471556 2022] [php:notice] [pid 18940:tid 1844] [client 127.0.0.1:56653] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:38.487553 2022] [php:notice] [pid 18940:tid 1824] [client 127.0.0.1:56647] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:38.519561 2022] [php:notice] [pid 18940:tid 1868] [client 127.0.0.1:56641] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:38.582555 2022] [php:notice] [pid 18940:tid 1816] [client 127.0.0.1:56787] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:38.582555 2022] [php:notice] [pid 18940:tid 1856] [client 127.0.0.1:56656] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:38.708557 2022] [php:notice] [pid 18940:tid 1824] [client 127.0.0.1:56647] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:40.495552 2022] [php:notice] [pid 18940:tid 1848] [client 127.0.0.1:56649] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:40.574561 2022] [php:notice] [pid 18940:tid 1868] [client 127.0.0.1:56641] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:40.638557 2022] [php:notice] [pid 18940:tid 1836] [client 127.0.0.1:56651] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:40.638557 2022] [php:notice] [pid 18940:tid 1824] [client 127.0.0.1:56647] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:40.702550 2022] [php:notice] [pid 18940:tid 1816] [client 127.0.0.1:56787] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:40.702550 2022] [php:notice] [pid 18940:tid 1848] [client 127.0.0.1:56649] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:40.750554 2022] [php:notice] [pid 18940:tid 1856] [client 127.0.0.1:56656] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:40.782551 2022] [php:notice] [pid 18940:tid 1868] [client 127.0.0.1:56641] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:40.845553 2022] [php:notice] [pid 18940:tid 1824] [client 127.0.0.1:56647] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:40.845553 2022] [php:notice] [pid 18940:tid 1836] [client 127.0.0.1:56651] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:40.908552 2022] [php:notice] [pid 18940:tid 1816] [client 127.0.0.1:56787] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:40.924558 2022] [php:notice] [pid 18940:tid 1848] [client 127.0.0.1:56649] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
[Sun Oct 23 12:06:40.956556 2022] [php:notice] [pid 18940:tid 1856] [client 127.0.0.1:56656] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 127.0.0.1:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://wordpress.local/wp-admin/widgets.php
